Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud,Nombre_Comercial,Puntaje_Real,Puntaje_Predicho,Clasificacion_Real,Clasificacion_Predicha,Acierto
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"May 12th, 2015",Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,7.42,81.25,0.12,0,Green,1,1400.0,Media (Arabica),Select Harvest CAD,81.25,81.53995945832192,Estándar,Estándar,Sí
Arabica,essencecoffee,Guatemala,huehuetenango,36,55 lbs,Blossom Valley International,"March 21st, 2015",Other,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,7.33,81.25,0.09,0,Blue-Green,2,1700.0,Alta (Arabica),Private Reserve ESS,81.25,83.46659992383572,Estándar,Premium,No
Arabica,shangrilla estate ltd,"Tanzania, United Republic Of",Other,100,60 kg,Africa Fine Coffee Association,"December 17th, 2014",Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,7.42,81.25,0.13,0,Green,5,1700.0,Alta (Arabica),Origins SHA,81.25,82.23134956742753,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Semi-Washed / Semi-Pulped,7.5,7.5,7.25,7.25,7.25,7.25,7.25,81.25,0.11,0,Green,0,650.0,Baja (Arabica),Select Harvest CQI,81.25,82.14010558849363,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"March 4th, 2013",Caturra,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,7.08,81.25,0.11,0,Green,4,464.5152000000001,Baja (Arabica),Mill JUA,81.25,82.66170033844615,Estándar,Premium,No
Arabica,alfredo bojalil,Mexico,Other,250,1 kg,AMECAFE,"July 26th, 2012",Typica,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,7.5,81.25,0.12,0,Green,1,1500.0,Alta (Arabica),Origins ALF,81.25,82.10239628957022,Estándar,Estándar,Sí
Arabica,"exportadora atlantic, s.a.",Nicaragua,Other,275,69 kg,Instituto Hondureño del Café,"March 8th, 2017",Caturra,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,7.25,81.17,0.09,0,Green,7,1200.0,Media (Arabica),Select Harvest EXP,81.17,81.72340518417656,Estándar,Estándar,Sí
Arabica,immaculata john,"Tanzania, United Republic Of",Other,100,60 kg,Africa Fine Coffee Association,"November 16th, 2015",Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,7.17,81.17,0.12,0,Green,2,1050.0,Media (Arabica),Private Reserve IMM,81.17,81.98849353078982,Estándar,Estándar,Sí
Arabica,andreas kussmaul,Mexico,Other,275,1 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,"June 25th, 2015",Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,7.17,81.17,0.12,0,Green,10,1200.0,Media (Arabica),Private Reserve AND,81.17,81.37841911633309,Estándar,Estándar,Sí
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,Other,275,18975 kg,Specialty Coffee Association of Costa Rica,"May 22nd, 2015",Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,7.42,81.17,0.11,0,Blue-Green,0,1300.0,Media (Arabica),Select Harvest CAF,81.17,83.18819333994584,Estándar,Premium,No
Arabica,Desconocido,Honduras,Other,275,1 kg,Instituto Hondureño del Café,"March 11th, 2015",Catuai,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,7.33,81.17,0.13,0,Green,1,1450.0,Media (Arabica),Private Reserve DES,81.17,81.61975124310435,Estándar,Estándar,Sí
Arabica,松澤宏樹 koju matsuzawa,Thailand,Other,20,20 kg,Specialty Coffee Institute of Asia,"February 15th, 2015",Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,7.42,81.17,0.12,0,Blue-Green,0,1450.0,Media (Arabica),Mill 松澤宏,81.17,82.59959367899971,Estándar,Premium,No
Arabica,victoria,Other,Other,2,2 kg,Specialty Coffee Association,"January 8th, 2015",Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,7.25,81.17,0.0,0,Blue-Green,4,1200.0,Media (Arabica),Select Harvest VIC,81.17,82.30733170828265,Estándar,Estándar,Sí
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",Other,320,60 kg,Africa Fine Coffee Association,"December 17th, 2014",Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,7.33,81.17,0.12,0,Blue-Green,2,1550.0,Alta (Arabica),Heritage TAY,81.17,82.44006336952259,Estándar,Estándar,Sí
Arabica,afca,Malawi,Other,300,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,7.25,81.17,0.12,0,Green,12,995.0,Baja (Arabica),Private Reserve AFC,81.17,81.0697267977978,Estándar,Estándar,Sí
Arabica,eric thormaehlen,Costa Rica,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"May 9th, 2014",Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,7.25,81.17,0.11,0,Green,3,1300.0,Media (Arabica),Heritage ERI,81.17,82.83186135543693,Estándar,Premium,No
Arabica,bourbon specialty coffees,Brazil,Other,300,1 kg,NUCOFFEE,"February 4th, 2014",Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,7.17,81.17,0.11,0,Green,3,1000.0,Media (Arabica),Origins BOU,81.17,81.8707314834285,Estándar,Estándar,Sí
Arabica,julio perez hernandez,Mexico,Other,250,1 kg,AMECAFE,"August 30th, 2012",Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,7.08,81.17,0.13,3,Green,7,1800.0,Premium (Arabica),Heritage JUL,81.17,82.32597971367225,Estándar,Estándar,Sí
Arabica,the coffee source inc.,Guatemala,oriente,250,1 kg,Specialty Coffee Association,"August 20th, 2012",Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,7.25,81.17,0.12,0,Green,4,1450.0,Media (Arabica),Origins THE,81.17,82.02586232575752,Estándar,Estándar,Sí
Arabica,nucoffee,Brazil,south of minas,17,60 kg,NUCOFFEE,"January 23rd, 2012",Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,7.08,81.17,0.12,0,Green,1,1000.0,Media (Arabica),Heritage NUC,81.17,82.35818150614288,Estándar,Estándar,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,4,100 lbs,Specialty Coffee Association,"September 22nd, 2011",Hawaiian Kona,Natural / Dry,7.25,7.75,7.67,7.67,7.42,7.67,7.75,81.17,0.04,3,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,81.17,82.40182135763551,Estándar,Estándar,Sí
Arabica,kerchanshe,Ethiopia,sidamo,300,60 kg,Specialty Coffee Institute of Asia,"July 14th, 2017",Other,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,7.25,81.08,0.11,0,Green,1,1800.0,Premium (Arabica),Mill KER,81.08,85.17739360921587,Estándar,Premium,No
Arabica,gregorio sebba,Brazil,Other,500,60 kg,Specialty Coffee Association,"June 21st, 2017",Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,7.33,81.08,0.11,5,Green,8,695.0,Baja (Arabica),Select Harvest GRE,81.08,81.61011908921645,Estándar,Estándar,Sí
Arabica,rolando lacayo,Nicaragua,jinotega,275,69 kg,Asociación de Cafés Especiales de Nicaragua,"March 28th, 2015",Other,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,7.0,81.08,0.11,0,Green,1,1100.0,Media (Arabica),Heritage ROL,81.08,81.43568955583487,Estándar,Estándar,Sí
Arabica,wali ali,Other,Other,1,5 lbs,Specialty Coffee Association,"March 4th, 2015",Other,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,7.17,81.08,0.0,0,Other,0,520.2570240000001,Baja (Arabica),Mill WAL,81.08,82.41624018693578,Estándar,Estándar,Sí
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",Other,54,60 kg,Africa Fine Coffee Association,"January 2nd, 2015",Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,7.17,81.08,0.13,0,Green,2,1456.0,Media (Arabica),Heritage TAY,81.08,81.99404774113043,Estándar,Estándar,Sí
Arabica,the coffee source inc.,Costa Rica,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"December 18th, 2014",Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,7.17,81.08,0.13,0,Green,0,1500.0,Alta (Arabica),Origins THE,81.08,82.6684488425839,Estándar,Premium,No
Arabica,german negron,Other,Other,18,5 lbs,Specialty Coffee Association,"May 28th, 2014",Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,8.5,81.08,0.0,0,Green,0,260.12851200000006,Baja (Arabica),Origins GER,81.08,81.52173229194379,Estándar,Estándar,Sí
Arabica,obed rendon ponce,Mexico,Other,100,1 kg,AMECAFE,"September 14th, 2012",Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,7.25,81.08,0.13,5,Green,16,1650.0,Alta (Arabica),Select Harvest OBE,81.08,81.13342720633824,Estándar,Estándar,Sí
Arabica,diego manuel woolrich ramirez,Mexico,Other,30,1 kg,AMECAFE,"September 4th, 2012",Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,7.08,81.08,0.12,0,Green,2,1300.0,Media (Arabica),Select Harvest DIE,81.08,81.9431049884153,Estándar,Estándar,Sí
Arabica,gerardo hernandez valderrabano,Mexico,Other,40,1 kg,AMECAFE,"August 30th, 2012",Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,7.25,81.08,0.11,0,Green,5,1642.0,Alta (Arabica),Heritage GER,81.08,82.19001146651202,Estándar,Estándar,Sí
Arabica,balbino ramirez flores,Mexico,Other,15,1 kg,AMECAFE,"July 3rd, 2012",Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,7.25,81.08,0.1,0,Green,1,1200.0,Media (Arabica),Mill BAL,81.08,82.06986524335454,Estándar,Estándar,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),Other,2,100 lbs,Specialty Coffee Association,"February 13th, 2012",Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,7.33,81.08,0.06,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,81.08,82.77267555454024,Estándar,Premium,No
Arabica,bourbon specialty coffees,Brazil,Other,300,59 kg,Brazil Specialty Coffee Association,"January 16th, 2018",Bourbon,Pulped Natural / Honey,7.25,7.25,7.17,7.5,7.33,7.17,7.33,81.0,0.11,0,Green,9,1000.0,Media (Arabica),Origins BOU,81.0,81.51804674321848,Estándar,Estándar,Sí
Arabica,consejo salvadoreño del café,El Salvador,Other,100,69 kg,Salvadoran Coffee Council,"August 28th, 2017",Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,7.25,81.0,0.0,0,Green,6,1450.0,Media (Arabica),Heritage CON,81.0,82.89674699421336,Estándar,Premium,No
Arabica,bourbon specialty coffees,Brazil,Other,300,59 kg,Brazil Specialty Coffee Association,"September 9th, 2016",Yellow Bourbon,Pulped Natural / Honey,7.33,7.17,7.17,7.67,7.33,7.17,7.17,81.0,0.11,0,Blue-Green,3,1000.0,Media (Arabica),Origins BOU,81.0,82.5897063538719,Estándar,Premium,No
Arabica,juan luis alvarado romero,Guatemala,Other,120,69 kg,Asociacion Nacional Del Café,"August 2nd, 2016",Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,7.25,81.0,0.09,0,Green,8,3280.0,Premium (Arabica),Mill JUA,81.0,81.96092498618688,Estándar,Estándar,Sí
Arabica,racafe & cia s.c.a,Colombia,Other,43,70 kg,Almacafé,"July 22nd, 2016",Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,7.75,81.0,0.0,0,Green,4,1600.0,Alta (Arabica),Heritage RAC,81.0,83.48936795678561,Estándar,Premium,No
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"July 23rd, 2015",Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,7.25,81.0,0.11,0,Green,1,371.61216,Baja (Arabica),Mill JUA,81.0,82.39355047236427,Estándar,Estándar,Sí
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan dist., tainan city 臺南市東山區",10,5 kg,Specialty Coffee Association,"May 6th, 2015",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,7.33,81.0,0.12,0,Blue-Green,0,758.0,Baja (Arabica),Heritage LIN,81.0,81.8225191083129,Estándar,Estándar,Sí
Arabica,mayra yessenia torres,Honduras,san marcos,275,18975 kg,Instituto Hondureño del Café,"January 26th, 2015",Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,7.33,81.0,0.12,0,Green,1,1350.0,Media (Arabica),Private Reserve MAY,81.0,81.91700650333848,Estándar,Estándar,Sí
Arabica,bourbon specialty coffees,Brazil,cerrado,300,60 kg,Brazil Specialty Coffee Association,"January 15th, 2015",Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,7.75,81.0,0.12,0,Green,0,1000.0,Media (Arabica),Origins BOU,81.0,81.86335762542359,Estándar,Estándar,Sí
Arabica,mlimani ngarashi,"Tanzania, United Republic Of",Other,1,60 kg,Africa Fine Coffee Association,"December 15th, 2014",Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,7.33,81.0,0.12,0,Green,5,1525.0,Alta (Arabica),Heritage MLI,81.0,82.14414846416769,Estándar,Estándar,Sí
Arabica,kyagalanyi ltd,Uganda,Other,320,60 kg,Uganda Coffee Development Authority,"June 30th, 2014",SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,7.42,81.0,0.12,0,Green,3,1700.0,Alta (Arabica),Select Harvest KYA,81.0,84.27243974047755,Estándar,Premium,No
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Semi-Washed / Semi-Pulped,7.5,6.92,7.33,7.33,7.33,7.33,7.25,81.0,0.11,0,Green,0,1100.0,Media (Arabica),Select Harvest CQI,81.0,82.73302050732781,Estándar,Premium,No
Arabica,doi tung development project,Thailand,thailand,2,1 kg,Specialty Coffee Association,"May 29th, 2013",Caturra,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,7.17,81.0,0.0,0,Green,3,800.0,Baja (Arabica),Origins DOI,81.0,82.28157203050915,Estándar,Estándar,Sí
Arabica,alejandro garcia palacios,Mexico,Other,10,1 kg,AMECAFE,"September 11th, 2012",Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,7.25,81.0,0.12,0,Green,12,950.0,Baja (Arabica),Private Reserve ALE,81.0,81.0623883785517,Estándar,Estándar,Sí
Arabica,organizaciones de productores de cafe colimense,Mexico,Other,200,1 kg,AMECAFE,"July 3rd, 2012",Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,7.5,81.0,0.0,0,Green,8,1100.0,Media (Arabica),Origins ORG,81.0,81.18998485882462,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,150,1 kg,Blossom Valley International,"December 8th, 2017",Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,7.25,80.92,0.0,0,Blue-Green,0,200.0,Baja (Arabica),Select Harvest CQI,80.92,81.64128524485426,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,7.5,80.92,0.1,0,Green,2,1901.0,Premium (Arabica),Mill JUA,80.92,82.6302579766401,Estándar,Premium,No
Arabica,lydiah mwangi,Kenya,Other,150,60 kg,Kenya Coffee Traders Association,"July 7th, 2017",SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,5.42,80.92,0.11,0,Green,3,1600.0,Alta (Arabica),Select Harvest LYD,80.92,83.74622677267436,Estándar,Premium,No
Arabica,grupo santab s.a de c.v.,Mexico,veracruz,240,69 kg,Centro Agroecológico del Café A.C.,"May 12th, 2017",Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,7.33,80.92,0.11,0,Green,11,1100.0,Media (Arabica),Mill GRU,80.92,80.92039687959942,Estándar,Estándar,Sí
Arabica,min hlaing,Other,Other,2,2 kg,Coffee Quality Institute,"July 17th, 2015",Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,7.42,80.92,0.0,0,Green,5,325.16064,Baja (Arabica),Mill MIN,80.92,81.1307987505548,Estándar,Estándar,Sí
Arabica,eileen koyanagi,United States (Hawaii),kona,7,100 lbs,Specialty Coffee Association,"January 13th, 2015",Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,7.25,80.92,0.1,2,Blue-Green,5,157.93516800000003,Baja (Arabica),Select Harvest EIL,80.92,81.96962022528807,Estándar,Estándar,Sí
Arabica,karatu estate,"Tanzania, United Republic Of",Other,250,60 kg,Africa Fine Coffee Association,"December 18th, 2014",Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,7.25,80.92,0.12,0,Green,0,1700.0,Alta (Arabica),Mill KAR,80.92,82.55844451590801,Estándar,Premium,No
Arabica,jacques pereira carneiro,Brazil,Other,300,60 kg,Brazil Specialty Coffee Association,"December 16th, 2014",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,7.25,80.92,0.12,0,Green,8,1200.0,Media (Arabica),Select Harvest JAC,80.92,82.1326285521713,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,60 kg,Blossom Valley International,"November 23rd, 2014",Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,6.75,80.92,0.09,0,Green,0,550.0,Baja (Arabica),Select Harvest CQI,80.92,81.758949747414,Estándar,Estándar,Sí
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Specialty Coffee Association,"October 16th, 2014",Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,7.33,80.92,0.1,0,Green,0,1100.0,Media (Arabica),Private Reserve IPA,80.92,82.8164319717364,Estándar,Premium,No
Arabica,chris finch,Nicaragua,Other,275,1 lbs,Specialty Coffee Association,"July 16th, 2014",Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,7.33,80.92,0.1,1,Green,3,1050.0,Media (Arabica),Private Reserve CHR,80.92,81.76517466625967,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"June 10th, 2014",Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,7.08,80.92,0.12,2,Green,5,464.5152000000001,Baja (Arabica),Mill JUA,80.92,81.72858674455433,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,35,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,7.25,80.92,0.11,0,Green,0,900.0,Baja (Arabica),Select Harvest CQI,80.92,81.93850635498418,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,5,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,7.17,80.92,0.11,0,Green,0,688.0,Baja (Arabica),Select Harvest CQI,80.92,81.4753129287798,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,20 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,7.25,80.92,0.11,0,Green,0,300.0,Baja (Arabica),Select Harvest CQI,80.92,81.45357499272554,Estándar,Estándar,Sí
Arabica,eduardo luis augusto velazquez solis,Mexico,Other,60,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,7.0,80.92,0.13,0,Green,12,1186.0,Media (Arabica),Private Reserve EDU,80.92,80.99884482978689,Estándar,Estándar,Sí
Arabica,doi tung development project,Thailand,Other,3,1 lbs,Specialty Coffee Association,"April 13th, 2010",Other,Washed / Wet,7.67,7.58,7.33,7.33,7.17,7.0,6.83,80.92,0.0,0,Blue-Green,0,800.0,Baja (Arabica),Origins DOI,80.92,82.64103236550997,Estándar,Premium,No
Arabica,cqi taiwan icp cqi台灣合作夥伴,Other,Other,20,50 kg,Blossom Valley International,"June 22nd, 2017",Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,7.33,80.83,0.0,0,Green,0,1300.0,Media (Arabica),Select Harvest CQI,80.83,82.37981217898147,Estándar,Estándar,Sí
Arabica,the coffee source inc.,Guatemala,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"May 26th, 2014",Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,7.08,80.83,0.11,0,Green,1,1200.0,Media (Arabica),Origins THE,80.83,82.95114938379501,Estándar,Premium,No
Arabica,luis roberto fermoso beltran,Mexico,Other,15,1 kg,AMECAFE,"August 30th, 2012",Catuai,Semi-Washed / Semi-Pulped,7.17,7.08,7.25,7.42,7.25,7.33,7.33,80.83,0.13,0,Green,7,1210.0,Media (Arabica),Select Harvest LUI,80.83,82.21234449103997,Estándar,Estándar,Sí
Arabica,jose manuel vergara cortes,Mexico,Other,30,1 kg,AMECAFE,"August 29th, 2012",Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,7.17,80.83,0.11,0,Green,3,1100.0,Media (Arabica),Private Reserve JOS,80.83,81.8955338127407,Estándar,Estándar,Sí
Arabica,christina dusing,Mexico,veracruz,100,1 kg,AMECAFE,"July 3rd, 2012",Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,7.25,80.83,0.13,0,Green,1,100.0,Baja (Arabica),Origins CHR,80.83,82.19957264671469,Estándar,Estándar,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,7,100 lbs,Specialty Coffee Association,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,7.0,80.83,0.1,2,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,80.83,81.9332963393739,Estándar,Estándar,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"January 25th, 2011",Caturra,Washed / Wet,7.33,7.33,7.0,6.83,7.33,7.67,7.33,80.83,0.01,0,Green,1,1800.0,Premium (Arabica),Heritage EXP,80.83,83.7016217835729,Estándar,Premium,No
Arabica,bourbon specialty coffees,Brazil,Other,320,60 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Bourbon,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,7.25,80.75,0.0,0,Green,1,1000.0,Media (Arabica),Origins BOU,80.75,82.80031393019,Estándar,Premium,No
Arabica,u soe,Other,Other,1,2 kg,Coffee Quality Institute,"July 17th, 2015",Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,7.17,80.75,0.0,0,Green,2,3825.0,Premium (Arabica),Select Harvest U S,80.75,80.84972931389662,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"June 18th, 2015",Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,7.17,80.75,0.12,0,Green,1,520.2570240000001,Baja (Arabica),Mill JUA,80.75,83.21890320400816,Estándar,Premium,No
Arabica,bismarck castro,Honduras,Other,275,1 kg,Instituto Hondureño del Café,"May 25th, 2015",Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,7.08,80.75,0.11,0,Green,2,1450.0,Media (Arabica),Heritage BIS,80.75,82.18809823117942,Estándar,Estándar,Sí
Arabica,essencecoffee,Other,Other,100,60 kg,Blossom Valley International,"May 23rd, 2015",Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,7.17,80.75,0.11,1,Green,4,1680.0,Alta (Arabica),Private Reserve ESS,80.75,81.78011759478272,Estándar,Estándar,Sí
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"May 22nd, 2015",Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,7.17,80.75,0.09,0,Green,2,1350.0,Media (Arabica),Select Harvest CAD,80.75,81.87215758672126,Estándar,Estándar,Sí
Arabica,Desconocido,Honduras,Other,275,1 kg,Instituto Hondureño del Café,"March 11th, 2015",Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,7.0,80.75,0.13,0,Green,1,1450.0,Media (Arabica),Private Reserve DES,80.75,81.61975124310435,Estándar,Estándar,Sí
Arabica,the coffee source inc.,Costa Rica,Other,250,3 lbs,Specialty Coffee Association,"April 11th, 2014",Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,7.25,80.75,0.11,0,Green,0,1300.0,Media (Arabica),Origins THE,80.75,82.86842177479834,Estándar,Premium,No
Arabica,diego manuel woolrich ramirez,Mexico,Other,30,1 kg,AMECAFE,"September 4th, 2012",Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,7.5,80.75,0.11,0,Green,2,1200.0,Media (Arabica),Select Harvest DIE,80.75,81.97623717393968,Estándar,Estándar,Sí
Arabica,myriam kaplan-pasternak,Other,Other,1,2 kg,Specialty Coffee Association,"May 22nd, 2012",Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,7.25,80.75,0.12,0,Green,0,1000.0,Media (Arabica),Heritage MYR,80.75,81.20346079806309,Estándar,Estándar,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,3,2 lbs,Specialty Coffee Association,"December 21st, 2011",Other,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,6.92,80.75,0.13,0,Blue-Green,6,157.93516800000003,Baja (Arabica),Private Reserve KON,80.75,81.39151220180541,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,160,1 kg,Blossom Valley International,"August 12th, 2016",Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,7.33,80.67,0.0,0,Green,1,750.0,Baja (Arabica),Select Harvest CQI,80.67,81.24914881448309,Estándar,Estándar,Sí
Arabica,aulia arif syahri,Indonesia,Other,200,30 kg,Specialty Coffee Association,"November 10th, 2015",Other,Semi-Washed / Semi-Pulped,7.58,7.42,7.0,7.67,7.5,7.5,7.33,80.67,0.13,0,Blue-Green,1,1350.0,Media (Arabica),Origins AUL,80.67,82.76578364323908,Estándar,Premium,No
Arabica,juan luis alvarado romero,Guatemala,antigua,150,60 kg,Asociacion Nacional Del Café,"October 23rd, 2015",Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,7.0,80.67,0.11,0,Green,0,1500.0,Alta (Arabica),Mill JUA,80.67,83.00826335857145,Estándar,Premium,No
